user name,user level,positive or negative,total playing time,number of helpful,content,Action,Adventure,Racing,RPG,Simulation,Sports,Strategy
http://steamcommunity.com/id/antigravities/,141,1,2.3 hrs on record,"
				94 of 110 people (85%) found this review helpful30 people found this review funny			","
Posted: March 18, 2014
												""Mr. President, how do you feel about the current toxic waste issues?""""Free home delivery!""100/10			",2712,1051,91,280,376,30,370
http://steamcommunity.com/id/dksurfinbird/,15,1,4.7 hrs on record,"
				36 of 43 people (84%) found this review helpful25 people found this review funny			","
Posted: October 24, 2014
												Most precisely simulation of the us goverment			",147,12,12,10,10,1,3
http://steamcommunity.com/id/Foxysen/,45,1,8.8 hrs on record,"
				25 of 30 people (83%) found this review helpful			","
Posted: October 21, 2013
												A part of the first season of Sam and Max point-and-click adventure game, the fourth episode is avaliable in Steam for free for you to try out.Sam and Max is usual adventure game with humor, with most puzzles making sense... yet you are probably going to spend time guessing what exactly you are supposed to do, like in most games if such kinds. Hell, single episode there may last for few hours if you have no idea what to do, or you may just get stuck if you never had experience playing adventure games before.As for the episode that is given to us, I can say that it has quite interesting concept/idea in this one, being related around Politics theme, first objective being punching president out of hypnotism, with more to come after that (with some nice music... tihi). It has enough content in it for me to say that you should try and beat this episode. Who knows, maybe you will like it enough to get the whole season pack?			",759,212,16,82,60,1,132
http://steamcommunity.com/id/Kodyd194/,67,1,6.4 hrs on record,"
				17 of 19 people (89%) found this review helpful1 person found this review funny			","
Posted: March 7, 2014
												The words that come into my mind when I think of Sam & Max would be as follows, Classic, Crude, Comedy, Fun, Old. Those words might mean something different for you but for me it means that the Sam and Max games (S&M) are fun games made after a classic series. There is one waf to tell for certain if you like the games, you could play this one. For the now cheap price of completley free you can play through Sam and Max: Able Lincoln Must Die to see if you like it. If you dont there is no harm done, if you do like it however there will be much harm done, atleast to your free time because you will be playing the Sam and Max series (maybe). So play this, afterall there is no harm in trying it.			",375,144,14,85,57,11,89
http://steamcommunity.com/id/spacebarscrib/,8,1,3.3 hrs on record,"
				18 of 19 people (95%) found this review helpful21 people found this review funny			","
Posted: January 12, 2016
												this game gave me a better understanding of american politics than middle school debate class			",21,3,1,3,3,0,1
http://steamcommunity.com/profiles/76561198107471129/,8,1,0.6 hrs on record,"
				13 of 13 people (100%) found this review helpful			","
Posted: March 7, 2014
												This Game is beyond funny..The free copy made me buy the rest of the series.Thank you Steam for making me a fan.			",103,10,0,8,5,0,10
http://steamcommunity.com/id/Bman400/,51,1,3.0 hrs on record,"
				18 of 24 people (75%) found this review helpful11 people found this review funny			","
Posted: December 21, 2013
												""People should date the old fashion way""""A dark alley and a chloroform rag?""get it now			",277,34,4,22,13,4,13
http://steamcommunity.com/id/subhumanfuckingfilth/,50,1,2.1 hrs on record,"
				18 of 24 people (75%) found this review helpful10 people found this review funny			","
Posted: November 16, 2014
												i knocked of the presidents head off with a boxing glove 10/10 ",164,8,2,7,6,0,4
http://steamcommunity.com/id/cakeflyer/,14,1,4.0 hrs on record,"
				15 of 20 people (75%) found this review helpful4 people found this review funny			","
Posted: May 4, 2014
												yes. war.			",170,45,0,9,14,3,14
http://steamcommunity.com/profiles/76561198121007430/,9,1,3.8 hrs on record,"
				16 of 22 people (73%) found this review helpful1 person found this review funny			","
Posted: August 12, 2014
												step away from the door, yes sir thats all I say10/10			",42,10,0,0,4,0,0
http://steamcommunity.com/profiles/76561198134533794/,7,1,5.2 hrs on record,"
				7 of 7 people (100%) found this review helpful			","
Posted: October 19, 2014
												My only qualm is that it was too short. This was the most I have laughed in a long time. Definately worth getting.			",19,7,0,3,1,1,0
http://steamcommunity.com/profiles/76561198043382961/,22,1,1.0 hrs on record,"
				7 of 7 people (100%) found this review helpful3 people found this review funny			","
Posted: January 9, 2014
												Its free, why the hell not ",50,10,1,11,8,1,8
http://steamcommunity.com/profiles/76561198086188384/,12,1,0.8 hrs on record,"
				7 of 8 people (88%) found this review helpful			","
Posted: November 3, 2014
												Love it.  Funny, looks good, and has Sam & Max.			",40,3,0,0,1,3,0
http://steamcommunity.com/id/maliciousgroupsmasher/,39,1,6.2 hrs on record,"
				15 of 24 people (63%) found this review helpful10 people found this review funny			","
Posted: January 25, 2015
												you can give alcohol to children 10/10			",0,0,0,0,0,0,0
http://steamcommunity.com/profiles/76561198048289797/,30,1,2.1 hrs on record,"
				8 of 11 people (73%) found this review helpful7 people found this review funny			","
Posted: April 13, 2015
												ITS FREESAM AND MAX AND ITS FREEMORE SATIRE THAN BILL MAHER PUKING ON JON STEWART			",387,180,13,40,28,6,34
http://steamcommunity.com/id/crawlinuk/,9,1,3.8 hrs on record,"
				14 of 23 people (61%) found this review helpful			","
Posted: December 3, 2013
												If your not sure whether Sam & Max is your thing, then take this free episode for a ride. It will surly help you decide if your should remove the cash from your wallet.			",302,147,17,51,45,5,32
http://steamcommunity.com/id/SeyYT2/,10,1,0.1 hrs on record,"
				3 of 3 people (100%) found this review helpful3 people found this review funny			","
Posted: March 4, 2016
												Still fun... PLAY IT!			",4,0,0,0,0,0,1
http://steamcommunity.com/id/9864321d12341x6754/,81,1,4.4 hrs on record,"
				5 of 7 people (71%) found this review helpful			","
Posted: November 5, 2014
												Pretty good game			",90,19,0,9,4,2,5
http://steamcommunity.com/id/iibaniiocelot/,20,1,4.6 hrs on record,"
				2 of 2 people (100%) found this review helpful			","
Posted: January 5, 2011
												I don't like such a kind of type of the game.But this was fun.And it's free			",347,77,19,33,19,5,39
http://steamcommunity.com/id/EpicV3ng3anc3GAWGaming/,20,1,10.0 hrs on record,"
				2 of 2 people (100%) found this review helpful			","
Posted: February 13, 2014
												Fun, can't wait to get full season 1!			",55,3,2,8,3,1,2
http://steamcommunity.com/id/EpicV3ng3anc3GAWGaming/,15,1,10.0 hrs on record,"
				2 of 2 people (100%) found this review helpful			","
Posted: February 13, 2014
												Fun, can't wait to get full season 1!			",55,3,2,8,3,1,2
http://steamcommunity.com/id/micheal-the-microphone-less/,19,1,4.3 hrs on record,"
				2 of 2 people (100%) found this review helpful			","
Posted: December 24, 2013
												Very Funny Game Max Makes This Game Possble Very Recommed This Game For Gamers That Love Funny Games ^^			",88,27,4,5,12,2,7
http://steamcommunity.com/id/YouAreReadingTheLinkOfMyProfile/,9,1,0.5 hrs on record,"
				3 of 4 people (75%) found this review helpful1 person found this review funny			","
Posted: December 17, 2014
												This is a nice free little game i love the jokes they say and it made me have a good laugh!			",181,25,2,20,35,5,8
http://steamcommunity.com/profiles/76561198047646081/,69,1,6.1 hrs on record,"
				4 of 6 people (67%) found this review helpful			","
Posted: November 10, 2014
												Wow,Love this game,and its FREE :D :D :D i wanna buy the full season now!,tho i cant :_-(Awesome graphics too,Derp			",29,3,1,3,6,0,0
http://steamcommunity.com/id/TiruBawz/,44,1,3.5 hrs on record,"
				6 of 10 people (60%) found this review helpful1 person found this review funny			","
Posted: January 26, 2014
												Really old but really fun game and easy for those that wants to play ""detective"" games and there is many diffrent episode of this  game :)			",117,6,4,9,8,0,1
